survived,deck,embarked,pclass,embark_town,sex,adult_male,who,wspd,lfwa,class,tprc,sibsp,alone,fare,parch
0.0,B,C,0.0,Cherbourg,male,True,man,0.280141710322994,0.8115104297562202,First,0.12097534163580762,0.0,False,0.06268686668393536,0.16666666666666666
1.0,C,S,0.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,First,0.06929138530460494,0.0,True,0.06268686668393536,0.0
1.0,,S,0.6479543292102758,Southampton,female,False,woman,0.07662156559755776,0.2586076903744659,Second,0.02049463509009442,0.0,True,0.020494635090094415,0.0
0.0,,C,1.0,Cherbourg,male,True,man,0.8586665661628915,0.35285247549635584,Third,0.014110458666029578,0.0,True,0.014110458666029575,0.0
1.0,,S,0.5,Southampton,female,False,child,0.016319300493724796,0.05755214878110078,Second,0.05416439273810668,0.125,False,0.05416439273810667,0.3333333333333333
0.0,,S,1.0,Southampton,male,False,child,0.038932649907662153,0.1329479768786127,Third,0.09154270340242172,0.625,False,0.09154270340242172,0.3333333333333333
0.0,,C,1.0,Cherbourg,male,True,man,0.11807937285644292,0.2711736617240512,Third,0.014110458666029578,0.0,True,0.014110458666029575,0.06014075495841331
1.0,B,,0.0,,female,False,woman,0.1406927222703803,0.4722292033174164,First,0.15614960068643366,0.0,True,0.15614960068643363,0.0
0.0,C,S,0.0,Southampton,male,True,man,0.2047638789432028,0.5601910027645137,First,0.1629323489662506,0.125,False,0.16293234896625058,0.0
0.0,,S,1.0,Southampton,male,False,child,0.012550408924735235,0.04498617743151546,Third,0.054457173239393725,0.375,False,0.06268686668393536,0.3333333333333333
0.0,,C,0.0,Cherbourg,male,True,man,0.24138176409035003,0.37185022227837156,First,0.054107398133856136,0.0,True,0.05410739813385612,0.0
1.0,,C,1.0,Cherbourg,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.02975781977681538,0.125,False,0.029757819776815374,0.16666666666666666
1.0,F,S,0.5,Southampton,female,False,woman,0.10677269814947424,0.35913546117114853,Second,0.02049463509009442,0.0,True,0.020494635090094415,0.0
0.0,,S,1.0,Southampton,male,True,man,0.06908378245957864,0.2334757476752953,Third,0.015923941091001648,0.0,True,0.06268686668393536,0.0
1.0,,S,1.0,Southampton,female,False,woman,0.061545999321599515,0.20834380497612465,Third,0.015468569817999833,0.06417624521072797,False,0.06268686668393536,0.3333333333333333
0.0,,S,1.0,Southampton,male,True,man,0.09546602344250556,0.32143754712239253,Third,0.016908073949327897,0.25,False,0.016908073949327893,0.0
0.0,,S,0.5,Southampton,male,True,man,0.15576828854633853,0.39683337521990447,Second,0.02049463509009442,0.0,True,0.020494635090094415,0.0
0.0,,S,1.0,Southampton,female,False,woman,0.057777107752609955,0.19577783362653933,Third,0.09154270340242172,0.625,False,0.09154270340242172,0.3333333333333333
0.0,,S,0.5,Southampton,male,True,man,0.07662156559755776,0.2586076903744659,Second,0.1434624456306609,0.06417624521072797,True,0.06268686668393536,0.0
0.0,,C,0.6479543292102758,Cherbourg,male,True,man,0.09546602344250556,0.32143754712239253,Third,0.02821271947802312,0.125,False,0.028212719478023115,0.0
1.0,,S,1.0,Southampton,male,True,man,0.8718576866543549,0.39683337521990447,Third,0.11027245763075774,0.0,True,0.11027245763075773,0.0
0.0,F,S,1.0,Southampton,male,True,man,0.091697131873516,0.3088715757728072,Third,0.014931805565640222,0.0,True,0.014931805565640218,0.0
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015712553569072387,0.0,True,0.015712553569072387,0.0
1.0,,S,0.5,Southampton,male,False,child,0.7543813364489503,0.005152048253329982,Second,0.056604230248832196,0.06417624521072797,False,0.056604230248832196,0.3333333333333333
1.0,,S,1.0,Southampton,female,False,woman,0.1105415897184638,0.37170143252073384,Third,0.024349578357040748,0.06417624521072797,True,0.06268686668393536,0.06014075495841331
0.0,,S,1.0,Southampton,male,True,man,0.08039045716654732,0.2711736617240512,Third,0.017566830077223785,0.0,True,0.017566830077223785,0.0
1.0,,S,1.0,Southampton,male,True,man,0.10677269814947424,0.35913546117114853,Third,0.018542765081513996,0.0,True,0.018542765081513996,0.0
1.0,,Q,1.0,Queenstown,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.015200187691820025,0.0,True,0.015200187691820024,0.0
0.0,,S,0.0,Southampton,male,True,man,0.10300380658048468,0.34656948982156316,First,0.09193307740413782,0.0,True,0.09193307740413781,0.0
1.0,,S,0.5,Southampton,female,False,woman,0.061545999321599515,0.20834380497612465,Second,0.02049463509009442,0.0,True,0.020494635090094415,0.0
1.0,,S,1.0,Southampton,female,False,woman,0.12184826442543248,0.4093993465694898,Third,0.03093713963599967,0.375,False,0.030937139635999665,0.0
0.0,,S,1.0,Southampton,male,True,man,0.057777107752609955,0.19577783362653933,Third,0.06709553154495197,0.125,False,0.06709553154495196,0.5
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015712553569072387,0.0,True,0.015712553569072387,0.06014075495841331
1.0,C,S,0.0,Southampton,female,False,woman,0.08415934873553688,0.2837396330736366,First,0.5133418122566507,0.375,False,0.06268686668393536,0.3333333333333333
0.0,,S,1.0,Southampton,male,True,man,0.08792824030452644,0.2963056044232219,Third,0.015712553569072387,0.0,True,0.06268686668393536,0.0
0.0,,S,1.0,Southampton,male,True,man,0.10677269814947424,0.35913546117114853,Third,0.015712553569072387,0.06417624521072797,True,0.015712553569072387,0.0
0.0,,S,1.0,Southampton,male,True,man,0.8266309878264801,0.24604171902488062,Third,0.01533037742139234,0.0,True,0.015330377421392339,0.0
0.0,E,S,0.6479543292102758,Southampton,male,True,man,0.17084385482229678,0.5727569741140991,First,0.11940564777490724,0.125,False,0.11940564777490723,0.0
0.0,,S,1.0,Southampton,male,True,man,0.8492443372404176,0.32143754712239253,Third,0.040159725426542156,0.125,False,0.04015972542654215,0.06014075495841331
0.0,,S,1.0,Southampton,male,True,man,0.21983944521916104,0.7361146016587082,Third,0.01415105756220805,0.0,True,0.014151057562208049,0.0
0.0,A,C,0.0,Cherbourg,male,True,man,0.26506614404703577,0.8869062578537321,First,0.06764049365134761,0.0,True,0.06764049365134761,0.0
1.0,D,C,0.0,Cherbourg,male,True,man,0.08415934873553688,0.2837396330736366,First,0.12366716556464089,0.0,False,0.12366716556464086,0.16666666666666666
1.0,,S,0.5,Southampton,female,False,woman,0.12561715599442205,0.4219653179190751,Second,0.044893010197349675,0.0,False,0.044893010197349675,0.16666666666666666
0.0,,S,0.5,Southampton,male,True,man,0.12561715599442205,0.4219653179190751,Second,0.05074862022309094,0.125,False,0.050748620223090936,0.0
0.0,,S,1.0,Southampton,female,False,woman,0.8567821203783967,0.34656948982156316,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
0.0,,S,0.6479543292102758,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
0.0,D,S,0.0,Southampton,male,True,man,0.07662156559755776,0.2586076903744659,First,0.15085515328815927,0.0,False,0.15085515328815924,0.16666666666666666
0.0,,S,1.0,Southampton,male,True,man,0.8756265782233444,0.4093993465694898,Third,0.016891873428256675,0.0,True,0.016891873428256675,0.0
0.0,,S,1.0,Southampton,male,True,man,0.17461274639128632,0.4596632319678311,Third,0.015468569817999833,0.25,False,0.015468569817999833,0.0
0.0,,S,1.0,Southampton,male,True,man,0.10300380658048468,0.34656948982156316,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
1.0,,S,1.0,Southampton,female,False,woman,0.11431048128745336,0.2586076903744659,Third,0.014931805565640222,0.0,True,0.014931805565640218,0.0
1.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015175789316712773,0.0,True,0.015175789316712771,0.0
0.0,,S,1.0,Southampton,male,True,man,0.1406927222703803,0.4722292033174164,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
1.0,,Q,1.0,Queenstown,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.04713766070721716,0.125,False,0.04713766070721715,0.0
0.0,C,S,0.0,Southampton,male,True,man,0.17461274639128632,0.5853229454636844,First,0.10149724044618189,0.0,True,0.06268686668393536,0.0
0.0,,C,1.0,Cherbourg,female,False,child,0.05212377039912562,0.17692887660216136,Third,0.02821271947802312,0.125,False,0.028212719478023115,0.06014075495841331
0.0,,S,1.0,Southampton,male,True,man,0.11807937285644292,0.2711736617240512,Third,0.015712553569072387,0.0,True,0.015712553569072387,0.0
0.0,,S,1.0,Southampton,female,False,woman,0.8266309878264801,0.24604171902488062,Third,0.019177122834302635,0.06417624521072797,False,0.019177122834302632,0.0
0.0,,C,0.6479543292102758,Cherbourg,female,False,woman,0.061545999321599515,0.20834380497612465,Third,0.028220722145058295,0.0,True,0.028220722145058292,0.0
0.0,,S,1.0,Southampton,male,True,man,0.8303998793954698,0.2586076903744659,Third,0.015468569817999833,0.0,True,0.015468569817999833,0.0
0.0,,Q,1.0,Queenstown,male,True,man,0.263181698262541,0.8806232721789394,Third,0.01512699256649826,0.0,True,0.015126992566498259,0.0
0.0,,S,0.5,Southampton,male,True,man,0.14446161383936984,0.35913546117114853,Second,0.04098927018018883,0.125,False,0.04098927018018883,0.0
0.0,B,C,0.0,Cherbourg,male,True,man,0.08792824030452644,0.2963056044232219,First,0.48312842601983264,0.0,False,0.06268686668393536,0.16666666666666666
0.0,,S,1.0,Southampton,female,False,child,0.7587909395846681,0.01985423473234481,Third,0.061044734518352656,0.5,False,0.06104473451835265,0.3333333333333333
0.0,,S,0.5,Southampton,male,True,man,0.07662156559755776,0.2586076903744659,Second,0.1434624456306609,0.25,False,0.1434624456306609,0.06014075495841331
0.0,,S,0.6479543292102758,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.015712553569072387,0.0,True,0.015712553569072387,0.06014075495841331
0.0,,C,0.5,Cherbourg,male,True,man,0.1199638186409377,0.40311636089469716,Second,0.05869429265402011,0.125,False,0.058694292654020104,0.06014075495841331
1.0,E,S,0.5,Southampton,female,False,woman,0.15765273433083332,0.40311636089469716,Second,0.025374310111545468,0.0,True,0.025374310111545468,0.0
0.0,D,S,0.0,Southampton,male,True,man,0.20099498737421326,0.6732847449107816,First,0.15085515328815927,0.0,False,0.15085515328815924,0.16666666666666666
1.0,,C,1.0,Cherbourg,male,False,child,0.08039045716654732,0.14551394822819805,Third,0.021942337075458514,0.125,False,0.021942337075458514,0.0
0.0,,Q,1.0,Queenstown,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.01512699256649826,0.0,True,0.015126992566498259,0.0
1.0,,S,1.0,Southampton,male,True,man,0.08792824030452644,0.2963056044232219,Third,0.013939670040278792,0.0,True,0.01393967004027879,0.0
1.0,F,C,0.6479543292102758,Cherbourg,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.04364049521284362,0.125,False,0.04364049521284362,0.16666666666666666
0.0,,S,0.6479543292102758,Southampton,male,True,man,0.9208532770512192,0.5601910027645137,Third,0.013614293309848435,0.0,True,0.013614293309848433,0.0
0.0,,C,1.0,Cherbourg,male,True,man,0.12184826442543248,0.4093993465694898,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
0.0,,S,1.0,Southampton,male,True,man,0.0728526740285682,0.24604171902488062,Third,0.013760683560491965,0.0,True,0.013760683560491965,0.0
0.0,,S,0.6479543292102758,Southampton,female,False,woman,0.17461274639128632,0.5853229454636844,Third,0.0283021151244161,0.125,False,0.028302115124416098,0.0
1.0,,S,0.5,Southampton,female,False,woman,0.8605510119473863,0.35913546117114853,Second,0.05074862022309094,0.125,False,0.050748620223090936,0.0
0.0,,S,0.5,Southampton,male,True,man,0.091697131873516,0.3088715757728072,Second,0.025374310111545468,0.06417624521072797,True,0.025374310111545468,0.0
0.0,,C,0.5,Cherbourg,male,True,man,0.08415934873553688,0.2837396330736366,Second,0.029367445775099293,0.0,True,0.02936744577509929,0.0
1.0,D,S,0.0,Southampton,female,False,woman,0.8228620962574906,0.2334757476752953,First,0.05130158499652178,0.0,False,0.051301584996521765,0.3333333333333333
0.0,C,S,0.0,Southampton,male,True,man,0.13692383070139075,0.4596632319678311,First,0.10364429745562036,0.125,False,0.10364429745562033,0.0
0.0,,S,1.0,Southampton,male,True,man,0.057777107752609955,0.19577783362653933,Third,0.017989800308083163,0.0,True,0.01798980030808316,0.0
0.0,B,C,0.0,Cherbourg,male,True,man,0.12561715599442205,0.2963056044232219,First,0.15458810467956932,0.0,True,0.15458810467956932,0.0
0.0,,C,1.0,Cherbourg,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.02975781977681538,0.0,False,0.06268686668393536,0.3333333333333333
1.0,,S,1.0,Southampton,female,False,woman,0.08039045716654732,0.2711736617240512,Third,0.01512699256649826,0.0,True,0.015126992566498259,0.0
1.0,,S,1.0,Southampton,female,False,woman,0.12561715599442205,0.2963056044232219,Third,0.03093713963599967,0.125,False,0.030937139635999665,0.0
0.0,,Q,1.0,Queenstown,male,True,man,0.06908378245957864,0.2334757476752953,Third,0.01317512255791784,0.0,True,0.013175122557917838,0.0
0.0,,S,0.5,Southampton,male,True,man,0.06531489089058908,0.22090977632571,Second,0.022446505098674838,0.0,True,0.06268686668393536,0.0
0.0,,S,0.5,Southampton,male,True,man,0.10677269814947424,0.2334757476752953,Second,0.07173122281533047,0.125,False,0.07173122281533045,0.16666666666666666
1.0,,S,1.0,Southampton,male,True,man,0.09923491501149512,0.33400351847197784,Third,0.015216388212891244,0.0,True,0.06268686668393536,0.06014075495841331
0.0,,S,1.0,Southampton,female,False,child,0.03139486676968303,0.10781603417944208,Third,0.06709553154495197,0.25,False,0.06709553154495196,0.3333333333333333
0.0,F,S,0.5,Southampton,male,True,man,0.13503938491689596,0.4533802462930384,Second,0.05074862022309094,0.0,False,0.050748620223090936,0.3333333333333333
0.0,,S,0.5,Southampton,male,True,man,0.15576828854633853,0.5224930887157577,Second,0.025374310111545468,0.0,True,0.025374310111545468,0.0
0.0,,S,0.5,Southampton,male,True,man,0.18968831266724456,0.6355868308620256,Second,0.024447171857469772,0.0,True,0.02444717185746977,0.06014075495841331
1.0,C,S,0.0,Southampton,female,False,woman,0.11807937285644292,0.2711736617240512,First,0.129994542571456,0.125,False,0.12999454257145598,0.0
0.0,,S,1.0,Southampton,male,True,man,0.2066483247276976,0.6921337019351597,Third,0.015712553569072387,0.0,True,0.06268686668393536,0.0
0.0,,S,1.0,Southampton,male,True,man,0.1878038668827498,0.5036441316913798,Third,0.0283021151244161,0.0,False,0.028302115124416098,0.3333333333333333
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.014273049437744326,0.0,True,0.06268686668393536,0.06014075495841331
0.0,,C,0.0,Cherbourg,male,True,man,0.18968831266724456,0.6355868308620256,First,0.11980421963065936,0.0,False,0.11980421963065935,0.16666666666666666
1.0,,Q,1.0,Queenstown,female,False,woman,0.057777107752609955,0.19577783362653933,Third,0.015094396337354966,0.0,True,0.015094396337354966,0.0
0.0,,S,1.0,Southampton,male,True,man,0.1105415897184638,0.37170143252073384,Third,0.015712553569072387,0.0,True,0.06268686668393536,0.0
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.016908073949327897,0.0,True,0.016908073949327893,0.0
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.13575255909676825,1.0,False,0.13575255909676825,0.3333333333333333
0.0,,S,1.0,Southampton,male,True,man,0.20099498737421326,0.5476250314149284,Third,0.03142510713814477,0.06417624521072797,False,0.031425107138144774,0.16666666666666666
1.0,,S,0.6479543292102758,Southampton,female,False,woman,0.14823050540835941,0.49736114601658704,Second,0.030741952635141626,0.0,True,0.030741952635141623,0.0
0.0,,S,1.0,Southampton,male,True,man,0.13315493913240117,0.32143754712239253,Third,0.015175789316712773,0.0,True,0.015175789316712771,0.0
0.0,,S,1.0,Southampton,male,True,man,0.061545999321599515,0.20834380497612465,Third,0.016908073949327897,0.0,True,0.016908073949327893,0.0
0.0,,S,1.0,Southampton,male,False,child,0.0012437342177665546,0.007288263382759488,Third,0.07746484096553545,0.5,False,0.07746484096553544,0.16666666666666666
1.0,,S,1.0,Southampton,male,False,child,0.785173180567595,0.10781603417944208,Third,0.04006213192611313,0.0,False,0.04006213192611313,0.06014075495841331
1.0,E,S,0.0,Southampton,female,False,woman,0.24138176409035003,0.37185022227837156,First,0.10735285047192314,0.0,False,0.10735285047192313,0.16666666666666666
0.0,,S,1.0,Southampton,female,False,woman,0.16707496325330723,0.5601910027645137,Third,0.054457173239393725,0.125,False,0.05445717323939373,0.6666666666666666
0.0,,S,0.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,First,0.05060222997244741,0.0,True,0.06268686668393536,0.0
0.0,,S,1.0,Southampton,male,True,man,0.10300380658048468,0.34656948982156316,Third,0.11027245763075774,0.0,True,0.11027245763075773,0.0
0.0,B,S,0.0,Southampton,male,True,man,0.2273772283571402,0.7612465443578789,First,0.0653876452874441,0.0,True,0.06538764528744409,0.0
0.0,,Q,1.0,Queenstown,male,False,child,0.012550408924735235,0.04498617743151546,Third,0.05684821399990475,0.06417624521072797,False,0.05684821399990475,0.16666666666666666
1.0,,S,1.0,Southampton,female,False,child,0.0012437342177665546,0.007288263382759488,Third,0.0217307543665284,0.125,False,0.021730754366528396,0.16666666666666666
0.0,A,C,0.0,Cherbourg,male,True,man,0.24622168620208798,0.6984166876099522,First,0.059914211409382884,0.0,True,0.06268686668393536,0.0
0.0,,S,1.0,Southampton,male,True,man,0.06531489089058908,0.22090977632571,Third,0.01533037742139234,0.125,False,0.015330377421392339,0.16666666666666666
0.0,,S,1.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,Third,0.049707687947515,0.375,False,0.049707687947515,0.16666666666666666
0.0,C,C,0.0,Cherbourg,female,False,woman,0.18591942109825502,0.6230208595124404,First,0.05604306762136532,0.0,True,0.05604306762136532,0.06014075495841331
0.0,,S,0.5,Southampton,male,True,man,0.1105415897184638,0.37170143252073384,Second,0.025374310111545468,0.0,True,0.025374310111545468,0.0
0.0,,S,1.0,Southampton,male,True,man,0.13315493913240117,0.4470972606182458,Third,0.0,0.0,True,0.0,0.0
0.0,,S,0.6479543292102758,Southampton,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.13575255909676825,1.0,False,0.13575255909676825,0.3333333333333333
0.0,,C,0.5,Cherbourg,male,True,man,0.24138176409035003,0.37185022227837156,Second,0.029375643629135337,0.0,True,0.02937564362913533,0.0
0.0,,S,1.0,Southampton,male,False,child,0.03139486676968303,0.10781603417944208,Third,0.06126431989431795,0.5,False,0.06126431989431795,0.3333333333333333
1.0,F,S,0.5,Southampton,male,False,child,0.0012437342177665546,0.007288263382759488,Second,0.07612293033463641,0.25,False,0.06268686668393536,0.16666666666666666
1.0,,S,1.0,Southampton,female,False,child,0.7663287227226472,0.04498617743151546,Third,0.04298993693898376,0.0,False,0.04298993693898376,0.3333333333333333
0.0,A,S,0.0,Southampton,male,True,man,0.24138176409035003,0.37185022227837156,First,0.09759350042902104,0.0,True,0.09759350042902103,0.0
1.0,,Q,1.0,Queenstown,female,False,woman,0.24138176409035003,0.37185022227837156,Third,0.030253985132996524,0.125,False,0.030253985132996517,0.0
1.0,,S,0.0,Southampton,male,True,man,0.16707496325330723,0.5601910027645137,First,0.05182214872781017,0.0,True,0.051822148727810165,0.0
0.0,,Q,1.0,Queenstown,male,True,man,0.14823050540835941,0.49736114601658704,Third,0.030253985132996524,0.125,False,0.030253985132996517,0.16666666666666666
0.0,,S,1.0,Southampton,male,True,man,0.8869332529303131,0.4470972606182458,Third,0.015411575213749286,0.0,True,0.015411575213749286,0.0
